Tag,Class,HTML
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:4:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:4:j_idt403'});return false;"" style=""margin-right:20px;"">SEBUT HARGA PERKHIDMATAN PEMBERSIHAN KAWASAN DAN PENCUCIAN KLINIK-KLINIK DAN BANGUNAN PEJABAT KESIHATAN DAERAH SEBERANG PERAI TENGAH BAGI TEMPOH 4 </a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:5:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:5:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL BAHAN MENTAH MAKANAN (KERING) UNTUK TUJUAN PENGAJARAN DAN PEMBELAJARAN (PdP) PROGRAM KULINARI DAN OPERASI PERHOTELAN BAGI TEMPOH DUA TAHUN DI KOLEJ KOMUNITI ROMPIN</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:5:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:5:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL BAHAN MENTAH MAKANAN (KERING) UNTUK TUJUAN PENGAJARAN DAN PEMBELAJARAN (PdP) PROGRAM KULINARI DAN OPERASI PERHOTELAN BAGI TEMPOH DUA TAHUN DI KOLEJ KOMUNITI ROMPIN</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:6:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:6:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN PERCETAKAN DAN PEMBEKALAN DOKUMEN BERCETAK UNTUK IBU PEJABAT JPJ SELAMA TIGA (3) TAHUN</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:6:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:6:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN PERCETAKAN DAN PEMBEKALAN DOKUMEN BERCETAK UNTUK IBU PEJABAT JPJ SELAMA TIGA (3) TAHUN</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:7:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:7:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJI DAN MENTAULIAH GUNA PERKAKASAN DAN PERISIAN ICT DI HOSPITAL RAJA PEREMPUAN ZAINAB II, KOTA BHARU, KELANTAN BAGI TEMPOH TIGA PULUH ENAM (36) BULAN</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:7:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:7:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJI DAN MENTAULIAH GUNA PERKAKASAN DAN PERISIAN ICT DI HOSPITAL RAJA PEREMPUAN ZAINAB II, KOTA BHARU, KELANTAN BAGI TEMPOH TIGA PULUH ENAM (36) BULAN</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:8:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:8:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN PEMBERSIHAN DALAM DAN LUAR BANGUNAN SERTA PENYELENGGARAAN LANSKAP DI MRSM PDRM KULIM, KEDAH</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:8:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:8:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN PEMBERSIHAN DALAM DAN LUAR BANGUNAN SERTA PENYELENGGARAAN LANSKAP DI MRSM PDRM KULIM, KEDAH</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:9:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:9:j_idt403'});return false;"" style=""margin-right:20px;"">SEBUTHARGA PERKHIDMATAN PENYEWAAN, PENYELENGGARAAN DAN CAJ BACAAN METER BAGI SEMBILAN ( 9 ) UNIT MESIN PENYALIN HITAM DAN PUTIH SERTA SATU ( 1 ) UNIT MESIN PENYALIN BERWARNA DI HOSPITAL KOTA TINGGI, JOHOR</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:9:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:9:j_idt403'});return false;"" style=""margin-right:20px;"">SEBUTHARGA PERKHIDMATAN PENYEWAAN, PENYELENGGARAAN DAN CAJ BACAAN METER BAGI SEMBILAN ( 9 ) UNIT MESIN PENYALIN HITAM DAN PUTIH SERTA SATU ( 1 ) UNIT MESIN PENYALIN BERWARNA DI HOSPITAL KOTA TINGGI, JOHOR</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:10:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:10:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT MICAFUNGIN SODIUM 50MG POWDER FOR INJECTION BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:10:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:10:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT MICAFUNGIN SODIUM 50MG POWDER FOR INJECTION BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:11:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:11:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT AFLIBERCEPT 40 MG/ML INJECTION BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:11:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:11:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT AFLIBERCEPT 40 MG/ML INJECTION BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:12:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:12:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT PONATINIB 15MG FILM-COATED TABLET BAGI TEMPOH DUA (2) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:12:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:12:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT PONATINIB 15MG FILM-COATED TABLET BAGI TEMPOH DUA (2) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:13:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:13:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT EMULSIFYING OINTMENT (100 GRAM) BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:13:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:13:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT EMULSIFYING OINTMENT (100 GRAM) BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:14:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:14:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA API (STATIK) BAGI KLINIK KESIHATAN AIR PUTIH,PEJABAT KESIHATAN DAERAH BARAT DAYA BAGI TEMPOH JANUARI 2024 SEHINGGA JUN 2025</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:14:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:14:j_idt403'});return false;"" style=""margin-right:20px;"">PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA API (STATIK) BAGI KLINIK KESIHATAN AIR PUTIH,PEJABAT KESIHATAN DAERAH BARAT DAYA BAGI TEMPOH JANUARI 2024 SEHINGGA JUN 2025</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:15:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:15:j_idt403'});return false;"" style=""margin-right:20px;"">PEMBEKALAN CENDERAMATA / CENDERAHATI BAGI IBU PEJABAT JABATAN IMIGRESEN MALAYSIA</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:15:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:15:j_idt403'});return false;"" style=""margin-right:20px;"">PEMBEKALAN CENDERAMATA / CENDERAHATI BAGI IBU PEJABAT JABATAN IMIGRESEN MALAYSIA</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:16:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:16:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT SEMAGLUTIDE 14 MG TABLET BAGI TEMPOH DUA (2) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:16:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:16:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT SEMAGLUTIDE 14 MG TABLET BAGI TEMPOH DUA (2) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN.</a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:17:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:17:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT ARSENIC TRIOXIDE 10MG/10ML INJECTION BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN. </a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:17:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:17:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL DAN MENGHANTAR BEKALAN UBAT ARSENIC TRIOXIDE 10MG/10ML INJECTION BAGI TEMPOH SATU (1) TAHUN KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN. </a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:18:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:18:j_idt403'});return false;"" style=""margin-right:20px;"">[FTA (CPTPP)] TENDER PEMBEKALAN DAN PENGIRIMAN SUSU TEPUNG KE JABATAN PENJARA MALAYSIA BAGI ZON SELATAN (NEGERI SEMBILAN, MELAKA DAN JOHOR) BAGI TEMPOH KONTRAK 3 TAHUN (MAKLUMAT LANJUT SILA LAYARI LAMAN SESAWANG HTTPS://WWW.PRISON.GOV.MY/MS/SENARAI-TENDER) [TAWARAN PETENDER DIBENARKAN DALAM BM/ENG]. </a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:18:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:18:j_idt403'});return false;"" style=""margin-right:20px;"">[FTA (CPTPP)] TENDER PEMBEKALAN DAN PENGIRIMAN SUSU TEPUNG KE JABATAN PENJARA MALAYSIA BAGI ZON SELATAN (NEGERI SEMBILAN, MELAKA DAN JOHOR) BAGI TEMPOH KONTRAK 3 TAHUN (MAKLUMAT LANJUT SILA LAYARI LAMAN SESAWANG HTTPS://WWW.PRISON.GOV.MY/MS/SENARAI-TENDER) [TAWARAN PETENDER DIBENARKAN DALAM BM/ENG]. </a>"
td,ui-commandlink,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:19:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:19:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN MEMBERI LATIHAN PERISIAN KEJURUTERAAN BAGI KEGUNAAN MAKMAL REKABENTUK PINTAR (CREATIVE DESIGN CENTRE/CDeC) POLITEKNIK IBRAHIM SULTAN</a>"
td,ui-widget,"<a class=""ui-commandlink ui-widget"" href=""#"" id=""_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:19:j_idt403"" onclick=""PrimeFaces.ab({source:'_scNoticeBoard_WAR_NGePportlet_:form:j_idt401:0:nbsearchresults:19:j_idt403'});return false;"" style=""margin-right:20px;"">MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN MEMBERI LATIHAN PERISIAN KEJURUTERAAN BAGI KEGUNAAN MAKMAL REKABENTUK PINTAR (CREATIVE DESIGN CENTRE/CDeC) POLITEKNIK IBRAHIM SULTAN</a>"
